"DP1"	"DP2"	"DP3"	"DN1"	"DN2"	"DN3"
"KEGG_CARDIAC_MUSCLE_CONTRACTION"	0.220817145627094	0.229874746514886	0.223811784795176	0.200081564583036	0.196132388583869	0.204352052635214
"KEGG_RENIN_ANGIOTENSIN_SYSTEM"	0.319238421512548	0.323316706025848	0.316902236739588	0.180674233928442	0.178989474752405	0.175664007251264
"KEGG_CIRCADIAN_RHYTHM_MAMMAL"	-0.0716923475910343	-0.0548073388755906	-0.0602305285718086	-0.146622543772036	-0.144030657727948	-0.120669395360843
"KEGG_TASTE_TRANSDUCTION"	0.0805520468010814	0.0846389649732685	0.0800282899777734	0.136121039921989	0.146329863878122	0.157538925626739
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION"	0.273139895243253	0.274617431556521	0.268882038550041	0.246599095663309	0.253446629159684	0.245554187126872
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION"	0.309397893870899	0.309586816515511	0.309283229965677	0.328997552737868	0.323610261876664	0.324361061600822
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS"	0.12509051478671	0.130530735179724	0.123009689296294	0.139645552302477	0.151245155254374	0.144622182852274
"KEGG_PRIMARY_IMMUNODEFICIENCY"	0.243963190489772	0.25074475134179	0.249471687428113	0.29275283805202	0.29466254960968	0.290990871770343
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	0.0764331995331859	0.0786705737285805	0.0858848491890328	0.106167046392345	0.109729675322111	0.10593660777861
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC"	0.0685176928159849	0.0731354095290968	0.074520120974754	0.102998872959337	0.102782526726965	0.0988578811013257
"KEGG_DILATED_CARDIOMYOPATHY"	0.0956261077153553	0.101557518068307	0.104993546506468	0.137627261836988	0.14290461883125	0.139380634821521
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS"	0.209391538691433	0.212209500844906	0.211266643552891	0.171611879265858	0.178971965793157	0.17521100001527
"KEGG_CITRATE_CYCLE_TCA_CYCLE"	0.31548884114787	0.318741401994484	0.315918895153819	0.281939630694794	0.292603583325192	0.287458716771822
"KEGG_PENTOSE_PHOSPHATE_PATHWAY"	0.16055556117989	0.167221714916757	0.15732251180553	0.124391579626466	0.130936157423903	0.128265127886305
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS"	0.00896332635268108	-0.00689277861207352	-0.0106060367321644	-0.0742760823123403	-0.100067070060984	-0.102393291137182
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM"	0.0417658385254659	0.0414946592578557	0.0426695623405251	-0.0103485586021432	-0.00392695863063787	-0.00183044666622128
"KEGG_GALACTOSE_METABOLISM"	0.00853004814059054	0.0156094400335967	0.00739648713070635	-0.0709469476440205	-0.0590830058558998	-0.0666057949033672
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM"	-0.0196423964722852	-0.000449974513204952	-0.00206219261333272	0.0295930629597453	0.0286792376346154	0.0083163829242515
"KEGG_FATTY_ACID_METABOLISM"	0.0360522364256967	0.0453012704462295	0.0392777726348566	0.0442399892955304	0.0526908310607119	0.0537814252103932
"KEGG_STEROID_BIOSYNTHESIS"	-0.00830036473657344	-0.00276110444212871	-0.0069205690554139	-0.0234786512626136	-0.0263392448230095	-0.0234191436129501
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS"	0.0362533584116951	0.0439476951419015	0.0442237436078962	0.0517301306440495	0.0588175137254216	0.0731517032233946
"KEGG_STEROID_HORMONE_BIOSYNTHESIS"	-0.0992035005787631	-0.104913218879888	-0.106665708185419	-0.147001680637487	-0.148262509210917	-0.134188992356547
"KEGG_OXIDATIVE_PHOSPHORYLATION"	0.193855068586328	0.197582303354776	0.192655543906205	0.164293904830381	0.162549903729412	0.168276321246761
"KEGG_PURINE_METABOLISM"	0.177301587268991	0.178981536921134	0.177008592930601	0.12228045747232	0.129643275555977	0.125191705589129
"KEGG_PYRIMIDINE_METABOLISM"	0.197544827900481	0.199657720142997	0.195877271872825	0.142785597319821	0.149940059830673	0.148134011275325
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM"	0.193963460736396	0.193571078595728	0.194132761008886	0.0522022437243436	0.057920967878219	0.0659022835128747
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM"	0.123346884046042	0.121664998763309	0.119564047851836	0.0279134918238091	0.0317114088706855	0.0293824481158064
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM"	0.192403244575493	0.191702429671541	0.192067341617353	0.0312313979466342	0.0373135882895325	0.0420134139366967
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION"	0.0383310502843602	0.0427346796785767	0.041648568242748	0.00187127490324552	0.0116444877635472	0.0116981495107883
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS"	0.25294339804638	0.248240242904515	0.252363775179509	0.118854745923882	0.127299518639777	0.111454326975287
"KEGG_LYSINE_DEGRADATION"	0.210183081431612	0.209262222184706	0.211416157366987	0.204301801242505	0.201857034205877	0.204925805523549
"KEGG_ARGININE_AND_PROLINE_METABOLISM"	0.161746584874519	0.165330223744495	0.165028967969752	0.0821494517759275	0.0840580668638004	0.0787676976743828
"KEGG_HISTIDINE_METABOLISM"	-0.0569147872310502	-0.052523532414304	-0.0519666427391509	-0.0661352969948713	-0.0669941367200466	-0.0743281955216566
"KEGG_TYROSINE_METABOLISM"	0.00959313258363081	0.00777841239900169	0.0069299088948898	-0.128618931634837	-0.127722869914901	-0.130211732327226
"KEGG_PHENYLALANINE_METABOLISM"	0.108236750549334	0.115603296973086	0.110084890449906	-0.0927067532241807	-0.0887669130321896	-0.0877675589541248
"KEGG_TRYPTOPHAN_METABOLISM"	0.0985231278450968	0.109269780366383	0.103642028422229	0.0868669084670616	0.0900418605557187	0.0904099270553533
"KEGG_BETA_ALANINE_METABOLISM"	0.0568706849799578	0.0690283035482388	0.0661312183236495	0.0385903455535856	0.0443997448099353	0.0372748010297595
"KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM"	-0.443205889268252	-0.467277953482645	-0.473100034129847	-0.32094219567701	-0.318255081532148	-0.330347095184029
"KEGG_SELENOAMINO_ACID_METABOLISM"	0.0954501276807688	0.0922505091115633	0.0987436790608039	-0.00854845606046928	0.000517218371146576	-0.013671148542722
"KEGG_GLUTATHIONE_METABOLISM"	0.195651984936697	0.194753154364069	0.194340206021904	0.121678346992489	0.12912476099875	0.127843120065391
"KEGG_STARCH_AND_SUCROSE_METABOLISM"	0.0101494522974452	0.0244563047839719	0.0151563659310171	-0.0267252719554743	-0.0193271437244047	-0.0209442867240856
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM"	0.0152210726399451	0.0167598261320365	0.0147373604804005	-0.0441148094880071	-0.0349394206368945	-0.0325852997294706
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE"	-0.0992388561922888	-0.103407076986669	-0.097565180071042	-0.0264020196543147	-0.0202759118144861	-0.0224969099277284
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE"	-0.215472145058012	-0.204834295058134	-0.209202980993725	-0.241726657069989	-0.242597556160592	-0.235177867977576
"KEGG_INOSITOL_PHOSPHATE_METABOLISM"	0.0497156210281851	0.0487681822622777	0.0504736968393613	0.0928150544068065	0.0982094123386163	0.0924753809423415
"KEGG_PYRUVATE_METABOLISM"	0.126489755861198	0.128180555770045	0.127132812906658	0.112356307573618	0.111254948239821	0.116741444210844
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM"	0.218278532472719	0.226764889743965	0.217385164340233	0.159263772460053	0.16437403929321	0.163404936616175
"KEGG_PROPANOATE_METABOLISM"	0.0692407677345879	0.0731116379550279	0.0735563137180239	0.0558725974861624	0.0608360810241702	0.0620659849354947
"KEGG_BUTANOATE_METABOLISM"	0.127099431035727	0.135160758732032	0.133153961588153	0.125086782236177	0.127593688631835	0.128718610734541
"KEGG_ONE_CARBON_POOL_BY_FOLATE"	0.381010454112562	0.384053781686561	0.384210081955056	0.23514926928984	0.243705508590905	0.239452563535388
"KEGG_FOLATE_BIOSYNTHESIS"	-0.00387951524904786	-0.00446192920897466	-0.00887225012920697	-0.101137338669898	-0.0987474913219107	-0.112691763572017
"KEGG_RETINOL_METABOLISM"	-0.123429153918486	-0.110960554759562	-0.1203434248904	-0.0910666111008408	-0.0909320177168416	-0.0940105661468317
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM"	0.030385022927434	0.0435673822368325	0.0347380760130647	0.00483242947902586	0.0191947881625916	0.0176484758141524
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS"	0.126974600256325	0.125577183380713	0.125646899062868	0.0814941147703512	0.0714771697070804	0.0857826300057987
"KEGG_LIMONENE_AND_PINENE_DEGRADATION"	-0.00514630699281272	0.0156043664621879	0.00944050320622225	0.0571111089027981	0.0650789435569412	0.0524256685219905
"KEGG_NITROGEN_METABOLISM"	0.192940693267069	0.185052912889388	0.191331101266957	0.121910986874713	0.132052605415399	0.134527654413492
"KEGG_SULFUR_METABOLISM"	-0.132144192845612	-0.138369804196003	-0.128337088556694	-0.18608685477307	-0.158573878279227	-0.179107598299562
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450"	-0.0198550345439501	-0.0161348962456883	-0.0121144593745647	-0.146006546017681	-0.146752705751008	-0.133042872361753
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450"	-0.0314000301790176	-0.0256982833745971	-0.0101467087983765	-0.174254655534612	-0.167028712398216	-0.158980179414958
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES"	0.177218676237035	0.181937777039468	0.177342071832123	0.0680909982457809	0.0677493805001282	0.0739309508386564
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS"	0.0283031594111108	0.033954253427609	0.0246800414389018	-0.034656081694121	-0.0264726721591002	-0.0321346244621492
"KEGG_ABC_TRANSPORTERS"	-0.0388026254564686	-0.0389186064425514	-0.0394345115144245	0.0071476200860186	-0.000114338699543757	0.00127490627213779
"KEGG_RIBOSOME"	0.496918638359838	0.49867118022029	0.495649009431823	0.473988936808618	0.479773321132203	0.479463528596401
"KEGG_RNA_DEGRADATION"	0.327230114747529	0.328600109904474	0.327500983290283	0.288330194513023	0.286712804444954	0.28624012238417
"KEGG_RNA_POLYMERASE"	0.22720561182719	0.227107706827826	0.22257629440979	0.115931756182309	0.119736477343212	0.117458328218494
"KEGG_DNA_REPLICATION"	0.384240331908971	0.385205736029755	0.383335017666467	0.362999538787056	0.371214332975461	0.369999513601873
"KEGG_SPLICEOSOME"	0.452347114191406	0.452413295886997	0.451250523578311	0.416752200495	0.416925487450396	0.418724762253577
"KEGG_PROTEASOME"	0.430188427752728	0.433286279569028	0.429002970893495	0.386943750909375	0.392870999423509	0.395588092975926
"KEGG_PROTEIN_EXPORT"	0.253894548488626	0.258798547937824	0.252833165950535	0.235718326459996	0.234371149109647	0.230957091872816
"KEGG_PPAR_SIGNALING_PATHWAY"	0.0363588690145351	0.0388287273048196	0.031988584479482	0.0622543834926553	0.0583106607116435	0.0681134537449387
"KEGG_BASE_EXCISION_REPAIR"	0.228968149512926	0.22904363848604	0.22783936609052	0.223586208302509	0.226390514003306	0.229891575583392
"KEGG_NUCLEOTIDE_EXCISION_REPAIR"	0.27855672513529	0.275945579707491	0.277013034317072	0.245222715085399	0.248255792501743	0.246018224737026
"KEGG_MISMATCH_REPAIR"	0.352513146348303	0.353709400831615	0.354587470664727	0.332956967220507	0.345525768998812	0.342631389083301
"KEGG_HOMOLOGOUS_RECOMBINATION"	0.192829392153442	0.190338398949428	0.194413908621786	0.161310037324772	0.167488421223213	0.169038330048091
"KEGG_MAPK_SIGNALING_PATHWAY"	0.111486260973259	0.113015433805009	0.114884097635449	0.138103694232033	0.141131920867679	0.141843002005511
"KEGG_ERBB_SIGNALING_PATHWAY"	0.122776039677886	0.123357977382101	0.124699224481975	0.143060072080832	0.143081324296623	0.14504815413417
"KEGG_CALCIUM_SIGNALING_PATHWAY"	0.118761374220982	0.120351399488015	0.119138889862996	0.156848535153481	0.161511831380697	0.162367656274268
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION"	-0.118611770019555	-0.119755253261736	-0.119572677555137	-0.0837864425743464	-0.0891905857302753	-0.0835246029805926
"KEGG_CHEMOKINE_SIGNALING_PATHWAY"	0.156633955450876	0.158270052870468	0.158525060366067	0.201498926254628	0.20817684820446	0.201510622703109
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM"	0.113634663458325	0.112041615200913	0.113189404298084	0.165701161077808	0.166289046096172	0.165781114967847
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION"	-0.236047558601946	-0.251749341853891	-0.234303237677568	-0.180475646823507	-0.188286644031907	-0.189865921636012
"KEGG_CELL_CYCLE"	0.274717078080166	0.276180544728373	0.277626729494105	0.269411882655591	0.269370346135903	0.268400753075452
"KEGG_OOCYTE_MEIOSIS"	0.276480728649446	0.276981857215018	0.276713661861341	0.286239087926625	0.2884656878415	0.288542597858428
"KEGG_P53_SIGNALING_PATHWAY"	0.159756176674438	0.160899699532455	0.163351971548804	0.17754101158416	0.17792115904373	0.174313260993416
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS"	0.207975218019297	0.20734011323214	0.20727205747076	0.207106133789726	0.209799432572647	0.207663496991679
"KEGG_REGULATION_OF_AUTOPHAGY"	0.0120363421361068	0.00884288882605389	0.0198103094214552	0.0631226663793801	0.0601092735651788	0.0654335883856681
"KEGG_ENDOCYTOSIS"	0.15624808085214	0.1573266293178	0.156108318231316	0.186559926028307	0.187329768927507	0.18797381230566
"KEGG_PEROXISOME"	-0.031142484346347	-0.0270698590768298	-0.0322135383636712	-0.0213824524197325	-0.0166158686988048	-0.0173988368651955
"KEGG_MTOR_SIGNALING_PATHWAY"	0.147895069312076	0.146173074784569	0.147033299468745	0.176270487845998	0.174626158092296	0.175880311356875
"KEGG_APOPTOSIS"	0.124320893868851	0.126653251803507	0.12426727146791	0.143528758830352	0.141595106867786	0.146744716025051
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION"	0.182690428949793	0.186104057398299	0.183593619739973	0.20434919768352	0.2019698294486	0.201480043084878
"KEGG_WNT_SIGNALING_PATHWAY"	0.188513626612866	0.188302931283097	0.189351065052675	0.188678131194398	0.190395117627968	0.191301959401909
"KEGG_DORSO_VENTRAL_AXIS_FORMATION"	0.0993593955103759	0.100404038010257	0.104022145784523	0.0797912925371735	0.0809457470200861	0.0844158539145112
"KEGG_NOTCH_SIGNALING_PATHWAY"	0.0736135231198969	0.0770320306147285	0.0739614041891908	0.0799665960613973	0.0761978482544315	0.0788378128776676
"KEGG_HEDGEHOG_SIGNALING_PATHWAY"	0.126846580919897	0.125202767509479	0.12871608637889	0.137615110076653	0.145119135035345	0.148240313259899
"KEGG_TGF_BETA_SIGNALING_PATHWAY"	0.134008336987471	0.135641539809129	0.139799276365564	0.154462498784084	0.15475902997195	0.155954391294957
"KEGG_AXON_GUIDANCE"	0.196085042817129	0.195889877626626	0.198871976061137	0.239597225581779	0.242634532321468	0.245985709912232
"KEGG_VEGF_SIGNALING_PATHWAY"	0.14350568968392	0.144902944218252	0.146558510549774	0.169501856198677	0.173415332926332	0.178013118963958
"KEGG_FOCAL_ADHESION"	0.156955330026915	0.158125111624777	0.158541451511739	0.18645679100038	0.188358470609349	0.18052781349802
"KEGG_ECM_RECEPTOR_INTERACTION"	-0.171709289731353	-0.172623722611839	-0.171276512851041	-0.0897052605766719	-0.090965629305802	-0.103450973531997
"KEGG_CELL_ADHESION_MOLECULES_CAMS"	0.0268404353446737	0.0279124331115759	0.0302027911866096	0.088568903270445	0.0939977696716667	0.0953542726655562
"KEGG_ADHERENS_JUNCTION"	0.20124733639411	0.200179736174623	0.203359252566345	0.223703527566774	0.227274923689842	0.225364845825649
"KEGG_TIGHT_JUNCTION"	0.19275718346232	0.196383103616256	0.192966442339794	0.180456979117236	0.181982410192464	0.180839294238182
"KEGG_GAP_JUNCTION"	0.153983788815912	0.157018829391515	0.155635446302645	0.179682477101742	0.176034149744778	0.173997994020638
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES"	-0.336450850714698	-0.329743180507446	-0.340336769614763	-0.180925430717719	-0.195124428782788	-0.208064881612287
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION"	0.361154057333937	0.36465622984414	0.36202333323606	0.367746655953181	0.365111132875924	0.367036951173558
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY"	0.0750815449339334	0.0754479555787454	0.0756207920170217	0.0870328788473606	0.0856869579785996	0.0900897514354286
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY"	0.17616224788515	0.177432256899232	0.173086607066776	0.191584734312732	0.19165937298233	0.190683293153508
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY"	0.12517738991376	0.128123318493196	0.127023265416639	0.142744213647612	0.142393217441057	0.141177508838961
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY"	0.219710628540126	0.22076922318683	0.220637567846092	0.201922085722999	0.202820556466171	0.200873559036538
"KEGG_JAK_STAT_SIGNALING_PATHWAY"	0.0486923174050611	0.0486371702862196	0.0491320381216536	0.0618486199061489	0.0580929952956598	0.0618372317103447
"KEGG_HEMATOPOIETIC_CELL_LINEAGE"	0.0314390177308749	0.0335564029243557	0.0314515688296768	0.132755631965412	0.129168658325777	0.122147085200176
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY"	0.197041379304653	0.197154073077164	0.201768079689368	0.231365170209989	0.233833710261153	0.230381196608153
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY"	0.180300483114171	0.182515275115021	0.183829397575914	0.216004338424669	0.215548743097652	0.217515021474172
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY"	0.263099559236559	0.264720976468543	0.266282576213148	0.312104549439789	0.315402804642106	0.313630699977823
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"	0.175122432288405	0.174002149715818	0.174755967734894	0.197551483413449	0.195807393016026	0.198173324403553
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS"	0.220146780801582	0.220150204092587	0.220339438517592	0.257864672576634	0.259891697162303	0.2582617165024
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	0.210311125434578	0.210169156631441	0.212294564384726	0.24993597804267	0.251076224923112	0.253363185387755
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION"	0.0358611733379275	0.0368865695077328	0.0295617048151756	0.151571235918361	0.136434942783428	0.142492548513965
"KEGG_LONG_TERM_POTENTIATION"	0.239378439619528	0.239766050594495	0.240267791153434	0.276284407504442	0.282864063827358	0.277033325007725
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY"	0.192915693058939	0.195832942728334	0.194750233437984	0.213357978302862	0.213129101018871	0.217398622568357
"KEGG_LONG_TERM_DEPRESSION"	0.188189977635733	0.191258635291905	0.190156558047042	0.18113448600837	0.186223462758396	0.188724437044425
"KEGG_OLFACTORY_TRANSDUCTION"	0.10793090779843	0.114583032717816	0.107873614337321	0.12888033539499	0.133463641587545	0.131900142832846
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"	0.204967099349908	0.207369810213159	0.205999617935257	0.238858085434223	0.242437345376821	0.23773327455346
"KEGG_INSULIN_SIGNALING_PATHWAY"	0.159096347429157	0.160559913027981	0.160905263961077	0.178000296738922	0.178486794103939	0.178700530417724
"KEGG_GNRH_SIGNALING_PATHWAY"	0.138086434046341	0.139475252464689	0.138413933030908	0.156828713102209	0.157862279153546	0.158812532139728
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION"	0.210532957201956	0.212522200955044	0.209823681320449	0.239345237062301	0.239335585031428	0.239939225168255
"KEGG_MELANOGENESIS"	0.174433827355679	0.177849113343596	0.175575896793801	0.206058406028664	0.20948553693077	0.206364156991961
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY"	0.129942020415642	0.131227545690341	0.125833012554764	0.137988091888345	0.140264914273461	0.139693298879243
"KEGG_TYPE_II_DIABETES_MELLITUS"	0.0570439678688292	0.0504246760840588	0.0519885708214314	0.0756262066089692	0.0804535949984	0.0784882175092787
"KEGG_TYPE_I_DIABETES_MELLITUS"	-0.000391614896978563	-0.0147200959231632	-0.00723242896518638	0.0660088838605439	0.0606917685661808	0.0704394281745892
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG"	-0.50132881977971	-0.461845708478193	-0.479006495467526	-0.480521994604163	-0.485624206618321	-0.47204847955122
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION"	0.0937339709414338	0.092236343108221	0.0929722081653034	0.145121058432423	0.145037811222565	0.148780180370399
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION"	0.219412081019242	0.221313841822859	0.215322069967472	0.244703283568619	0.243174915025126	0.247084042021458
"KEGG_ALZHEIMERS_DISEASE"	0.175929641280861	0.178217842489708	0.174855027667375	0.177868610316247	0.177812836375321	0.182808928183871
"KEGG_PARKINSONS_DISEASE"	0.233341762820996	0.237480660155463	0.233574523737606	0.20600395522456	0.206162228065727	0.211760667540068
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS"	0.12965948119211	0.130243019896441	0.129713857428705	0.128595894332545	0.131235918830018	0.134666317914681
"KEGG_HUNTINGTONS_DISEASE"	0.213114310504627	0.217545610399847	0.212387305556489	0.185561778352128	0.18408433993958	0.187915952702968
"KEGG_PRION_DISEASES"	0.0946265043286346	0.104216417766685	0.0972983858970006	0.0946817839699651	0.100632042718894	0.0968856558594116
"KEGG_VIBRIO_CHOLERAE_INFECTION"	0.160243704140548	0.166734849698947	0.161064157415223	0.165947721550967	0.164811835494999	0.163432848149633
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION"	0.18735972849948	0.19093741685952	0.185905980720448	0.202239102658964	0.200683837844665	0.199786021548219
"KEGG_LEISHMANIA_INFECTION"	0.135824213292866	0.139739357497176	0.141620699182887	0.156343525536788	0.154221797585268	0.159683498692716
"KEGG_PATHWAYS_IN_CANCER"	0.175029095601141	0.177187731127424	0.178192371790445	0.186833865319488	0.18561588043765	0.187275613073441
"KEGG_COLORECTAL_CANCER"	0.16750845976575	0.169163409293963	0.171095243005654	0.198482028398116	0.194726416376356	0.194489087184473
"KEGG_RENAL_CELL_CARCINOMA"	0.184184720621646	0.18557108697448	0.189728888781635	0.204767673882414	0.20693490987292	0.207887693046646
"KEGG_PANCREATIC_CANCER"	0.160025693346619	0.162237043509834	0.161214080759841	0.19400147209757	0.191130870561603	0.195265522894429
"KEGG_ENDOMETRIAL_CANCER"	0.150881738362724	0.149674470937787	0.149203250192561	0.173682534212414	0.174858706717421	0.174016477675616
"KEGG_GLIOMA"	0.188918426834263	0.190621174283242	0.190945793833104	0.213437064327664	0.216743262313994	0.222828707366758
"KEGG_PROSTATE_CANCER"	0.212687392818435	0.21449095007326	0.213900928746416	0.237484300502877	0.237132900078128	0.238090537448002
