"DP1"	"DP2"	"DP3"	"DN1"	"DN2"	"DN3"
"KEGG_NUCLEOTIDE_EXCISION_REPAIR"	0.344885863445735	0.405303449549215	0.218099433892824	-0.272737423615479	-0.315951348523481	-0.511040147572145
"KEGG_MISMATCH_REPAIR"	0.143167941730203	0.42509632961322	0.139290377077798	-0.282022755258983	-0.246815183280786	-0.410788765230123
"KEGG_HOMOLOGOUS_RECOMBINATION"	0.281286409220962	0.330474817586147	0.353998262045426	-0.329066706124795	-0.438721219356803	-0.371021137341078
"KEGG_MAPK_SIGNALING_PATHWAY"	-0.261988551612234	0.00689448368557635	-0.178200281007043	0.277426970914451	0.157842042574741	-0.0724728530944081
"KEGG_ERBB_SIGNALING_PATHWAY"	-0.180053198295836	0.243839764759088	-0.00121827662745636	0.059161213765373	-0.0565514841189907	-0.236385186927214
"KEGG_CALCIUM_SIGNALING_PATHWAY"	-0.354254584333742	-0.218187789362426	-0.396897479575285	0.388880057987084	0.202299507097612	0.279154313748232
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION"	-0.129345315984525	-0.358479856091556	-0.18656564251367	-0.0834595860333902	0.263301327225556	0.404763307600182
"KEGG_CHEMOKINE_SIGNALING_PATHWAY"	-0.285104137945558	-0.0785092724712729	-0.121176696893733	0.232534378921283	0.142094958410386	0.149716235163168
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM"	-0.263484836563493	-0.19360403246554	-0.309176817306501	0.368475823891624	0.0189925070889111	0.162965247442215
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION"	-0.357693691048836	-0.667796443060413	-0.432268586762028	0.648899251497627	0.584091329768091	0.517848309614494
"KEGG_CELL_CYCLE"	0.0769236448990779	0.257567828995601	0.0812392120433529	-0.0591558005088351	-0.248330611330585	-0.234036158479018
"KEGG_OOCYTE_MEIOSIS"	0.00717009976022691	0.304281592313276	-0.0500490477289186	0.00771694878000759	-0.239844000269651	-0.298126609449228
"KEGG_P53_SIGNALING_PATHWAY"	-0.323301482012767	0.132983510796537	0.0225264498468057	0.310539939809799	0.223601448099117	-0.195071642459766
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS"	0.105576279216609	0.291769629419625	0.105864284105608	-0.0739392286852067	-0.209606695520331	-0.324303515710481
"KEGG_REGULATION_OF_AUTOPHAGY"	-0.264796647051231	-0.115218361651405	0.128662311952891	0.180721604519447	-0.0977257053594202	0.0636892026511978
"KEGG_ENDOCYTOSIS"	-0.0755540857069791	0.260358671771627	-0.0362492406130668	0.0654912399439012	-0.166208318697815	-0.14104150916721
"KEGG_PEROXISOME"	0.0458050646602039	0.115656466530496	-0.00504631526391452	0.00958286763859834	0.0336899477897239	0.0506828506427398
"KEGG_MTOR_SIGNALING_PATHWAY"	-0.053931168993126	0.141787563516737	-0.0760811377717979	0.0993964201683866	-0.0768108739334222	-0.103181912212427
"KEGG_APOPTOSIS"	0.0048573568290915	0.162323905588144	-0.058598865103809	0.144566926808688	-0.0532154189091437	-0.018465125417707
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION"	-0.274268758471948	-0.0897806599516181	-0.228296146643025	0.275213929670248	0.0998430766064936	0.0841033696140556
"KEGG_WNT_SIGNALING_PATHWAY"	-0.0848003080321274	0.269354225922422	0.107033821711433	-0.0260780667259673	-0.157815826049635	-0.249322511525647
"KEGG_DORSO_VENTRAL_AXIS_FORMATION"	-0.183065204718474	0.210223731749535	0.120628456270716	0.0709173222747954	-0.16799115146181	-0.208056352572153
"KEGG_NOTCH_SIGNALING_PATHWAY"	0.0842787169492577	0.354688553906504	0.182966404015973	-0.12810375843442	-0.284674462827234	-0.00984480847807959
"KEGG_HEDGEHOG_SIGNALING_PATHWAY"	-0.0365677470462074	0.301644953392079	0.304446555877888	-0.15959848397731	-0.176516948069413	0.0734266271094745
"KEGG_TGF_BETA_SIGNALING_PATHWAY"	-0.331500796106916	0.141272727577693	-0.150987191796055	0.212024313041451	0.0506575900919773	-0.0819563341184619
"KEGG_AXON_GUIDANCE"	-0.190143349770105	0.0264970138751348	-0.270620961570152	0.277969925717546	0.0567452833935138	0.0169012457530902
"KEGG_VEGF_SIGNALING_PATHWAY"	-0.258127896287393	0.257378219299169	-0.145182937423588	0.260252169118031	-0.0203521591051108	-0.20320332361488
"KEGG_FOCAL_ADHESION"	-0.166142276095026	0.118643950505484	0.0396337639434715	-0.0540146063219269	0.0994512875776924	-0.153891183019561
"KEGG_ECM_RECEPTOR_INTERACTION"	-0.150687541891128	-0.264546528418353	-0.131729265787334	0.0017307739687889	0.477706630497523	0.271696541073293
"KEGG_CELL_ADHESION_MOLECULES_CAMS"	-0.425667336486401	-0.379557832420819	-0.140158949829381	0.424044338377543	0.325914948638727	0.232235324348379
"KEGG_ADHERENS_JUNCTION"	0.06203815409184	0.121888274467701	0.0996478586131908	0.108283703969051	-0.179521394464705	-0.161994951978538
"KEGG_TIGHT_JUNCTION"	0.0631761250045195	-0.00940566626993676	0.161513387900393	-0.166420114258755	-0.152002555047964	-0.0707435286700524
"KEGG_GAP_JUNCTION"	-0.10564948832433	-0.0492053735801206	-0.146255705272314	0.00869426284584962	0.0303857451868096	0.16724571372544
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES"	-0.337107416125342	-0.675038847393883	-0.215936072332795	0.203976096659245	0.676840627634732	0.623932222356353
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION"	0.161966294260966	0.295442311096686	-0.205239512872378	-0.231803772230413	-0.336014912882391	-0.293644387082213
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY"	-0.183712258761579	0.194999824564195	0.114868834350901	0.127375971211667	-0.0262204782856388	-0.100573075322928
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY"	0.0506188716294523	0.203707835163017	-0.103305459172039	0.23762834228473	-0.0356994155370159	-0.273438304004678
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY"	-0.133614793307519	0.251073075460738	0.117956768379664	0.246380198155905	-0.0312618114909314	-0.224800505496566
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY"	0.206108538256348	0.483720696375289	0.188801073466267	0.107087137835433	-0.262840663670099	-0.383706001041084
"KEGG_JAK_STAT_SIGNALING_PATHWAY"	-0.057669592301924	-0.006474587819566	-0.0219333142350462	-0.0248093368943488	0.0703146503567954	0.0399657419589077
"KEGG_HEMATOPOIETIC_CELL_LINEAGE"	-0.426890202209077	-0.573332527364673	-0.424600326917132	0.449505725737307	0.521198093809144	0.395705467727378
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY"	-0.215008215705865	0.0844438494101552	-0.0884739485757968	0.241001292841944	0.116434362825332	-0.13678527629472
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY"	-0.30040090389379	0.159729534286999	-0.055720339790684	0.287754382831704	0.0144069786926007	-0.0559976225782668
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY"	-0.36106617157262	0.0321374011016626	-0.222551525001563	0.323829603412966	0.133468327978228	0.118215787327869
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY"	-0.20171006004749	0.07930686160893	-0.134574254016312	0.265473748226194	0.050384325341072	-0.0704013310048649
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS"	-0.129045718764029	0.0266896502591071	-0.213994488255266	0.224610123009274	0.0674121684761291	0.015368903853696
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	-0.291954212885021	-0.0738487974164033	-0.0551268718630682	0.237305119909254	0.0841331696226308	-0.0295762357108797
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION"	-0.612308902875383	-0.471887296390684	-0.327188182313434	0.433644692023258	0.304080939018425	0.541197411683207
"KEGG_LONG_TERM_POTENTIATION"	-0.289288707314073	0.0421090129476995	-0.217429755244712	0.272412552796855	0.0483046874323789	0.0177423026089378
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY"	-0.173489385023775	0.245180859003789	0.0370123522108105	0.157610190023545	-0.210312324029	-0.182552481245217
"KEGG_LONG_TERM_DEPRESSION"	-0.219128503238074	0.183785913401243	-0.113701834655587	0.138301262043041	0.0126099417122756	0.0503435538977428
"KEGG_OLFACTORY_TRANSDUCTION"	-0.284984997654304	0.277501660546713	-0.158941693658093	0.113145739662963	0.0244675491085339	-0.158991136582895
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"	-0.080768869663323	-0.00146175826317044	-0.119711463948445	0.185926250443442	-0.0761129985640784	-0.0749539086735558
"KEGG_INSULIN_SIGNALING_PATHWAY"	-0.0960997817619988	0.152146949433499	-0.0490016114496638	0.174285692033122	-0.140300464813727	-0.101807051868682
"KEGG_GNRH_SIGNALING_PATHWAY"	-0.196621020320683	0.160852158219029	-0.149912266539739	0.15195403984296	-0.00747494591267697	-0.0206010427176736
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION"	-0.157387337609002	0.222115428029729	-0.0708786937996985	0.21865448157359	-0.0285830247798255	-0.274884671116652
"KEGG_MELANOGENESIS"	-0.282010850982573	0.189561372039587	-0.0962323109686802	0.123800613918066	-0.0419480999865946	0.0104806413064013
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY"	0.0940235658508018	0.271147847033421	-0.106420658123404	0.0813156400416156	-0.134933028991397	-0.197673514908298
"KEGG_TYPE_II_DIABETES_MELLITUS"	-0.102166903450611	-0.0890783954406779	-0.293080300182127	0.270765135757154	0.229707904308009	-0.00798062138817723
"KEGG_TYPE_I_DIABETES_MELLITUS"	-0.591122992927639	-0.626689292142091	-0.545773477380586	0.366763253418479	0.498838536634331	0.710762329751385
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG"	-0.729706072882762	0.0566722527685425	0.0995155709696722	-0.0246021668989237	0.707144108524894	0.782820622384557
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION"	-0.369670227267064	-0.208286460643521	-0.365623273518419	0.500661087652935	0.354715341256197	0.165854123746044
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION"	0.119221764351301	0.37042967731848	-0.149149135913442	0.153365311232318	-0.374411686404119	-0.057710256080835
"KEGG_ALZHEIMERS_DISEASE"	0.104022434876998	0.18779430673454	0.0505683963932174	-0.0290329357306899	-0.297078561885896	0.0070533339639402
"KEGG_PARKINSONS_DISEASE"	0.247393910160538	0.37163640790282	0.215155679177477	-0.243139476165885	-0.426983923363592	-0.0691333576251196
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS"	0.0549849898604791	0.21299385631468	-0.0200945958862393	-0.0268742758115734	-0.143348620017972	-0.0116183627606883
"KEGG_HUNTINGTONS_DISEASE"	0.290298505413791	0.358819697737283	0.285290187905311	-0.310641402983396	-0.351920013838083	-0.18027532029057
"KEGG_PRION_DISEASES"	0.130632921583302	0.0284358962346776	-0.0092853021922466	-0.044873858134835	-0.0150745561157568	0.0934597766920392
"KEGG_VIBRIO_CHOLERAE_INFECTION"	-0.164964375370692	0.27282247275186	-0.039188530342604	0.096541242786859	-0.0422381442756683	-0.125938096706394
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION"	-0.112672364388162	0.20876962816218	-0.141786349895773	0.340293870297198	-0.0723883352811316	-0.250842443258923
"KEGG_LEISHMANIA_INFECTION"	-0.273434009137214	0.159078091813703	-0.10162666126312	0.336338509071418	-0.0446733472950777	0.0613681929462689
"KEGG_PATHWAYS_IN_CANCER"	-0.0662297242949051	0.24081826056325	0.0491396658918172	0.0538214863155233	-0.0968020952599205	-0.178767494060818
"KEGG_COLORECTAL_CANCER"	-0.173178100444415	0.0984089604095929	-0.150700627486103	0.240062918139357	0.0534876009538893	-0.217787212503778
"KEGG_RENAL_CELL_CARCINOMA"	-0.110991150877023	0.289965949704944	0.0304354838514491	0.0800743409956764	-0.0702516297245426	-0.20094698973458
"KEGG_PANCREATIC_CANCER"	-0.0866684380328264	0.227682920686624	-0.258184389652974	0.251275865220227	-0.0440712458500518	-0.255324013564468
